user_id,session_id,timestamp,event_type,page,device,browser,country
U9,S37,2026-04-01 16:31:14,purchase,search,mobile,Chrome,Italy
U9,S37,2026-04-01 16:34:01,click,cart,tablet,Safari,Spain
U9,S37,2026-04-01 16:36:42,scroll,checkout,mobile,Firefox,France
U9,S37,2026-04-01 16:40:56,click,cart,tablet,Safari,Italy
U9,S37,2026-04-01 16:45:47,search,help,tablet,Firefox,France
U9,S37,2026-04-01 16:46:38,add_to_cart,cart,tablet,Safari,Spain
U9,S37,2026-04-01 16:51:36,page_view,home,tablet,Firefox,France
U9,S37,2026-04-01 16:53:10,scroll,help,tablet,Edge,Spain
U9,S37,2026-04-01 16:55:05,purchase,checkout,desktop,Chrome,Italy
U9,S37,2026-04-01 16:55:43,search,search,tablet,Edge,Italy
U9,S38,2026-04-02 10:57:00,purchase,help,desktop,Chrome,Italy
U9,S38,2026-04-02 10:59:20,page_view,profile,mobile,Chrome,Spain
U9,S38,2026-04-02 11:03:06,scroll,profile,mobile,Chrome,Spain
U9,S38,2026-04-02 11:07:17,page_view,product,desktop,Firefox,France
U9,S38,2026-04-02 11:11:02,scroll,cart,desktop,Edge,Italy
U9,S39,2026-04-03 09:52:00,add_to_cart,search,tablet,Safari,Spain
U9,S39,2026-04-03 09:53:41,add_to_cart,cart,tablet,Firefox,France
U9,S39,2026-04-03 09:53:52,page_view,product,desktop,Edge,Italy
U9,S39,2026-04-03 09:55:59,click,cart,desktop,Firefox,Germany
U9,S39,2026-04-03 09:57:45,purchase,help,mobile,Chrome,Italy
U9,S39,2026-04-03 09:58:03,click,search,mobile,Chrome,Spain
U9,S39,2026-04-03 10:02:01,add_to_cart,profile,tablet,Chrome,France
U9,S39,2026-04-03 10:02:33,search,cart,mobile,Firefox,Spain
U9,S39,2026-04-03 10:03:54,add_to_cart,product,mobile,Safari,Germany
U9,S39,2026-04-03 10:06:05,scroll,search,tablet,Firefox,Italy
U9,S39,2026-04-03 10:08:48,scroll,home,tablet,Firefox,Italy
U9,S39,2026-04-03 10:13:42,search,home,desktop,Edge,Germany
U9,S39,2026-04-03 10:17:25,search,search,desktop,Edge,France
U9,S39,2026-04-03 10:22:10,search,search,mobile,Safari,France
U9,S39,2026-04-03 10:26:17,page_view,checkout,desktop,Edge,France
U9,S40,2026-04-03 19:05:00,scroll,profile,mobile,Edge,Germany
U9,S40,2026-04-03 19:05:57,add_to_cart,profile,mobile,Chrome,Germany
U9,S40,2026-04-03 19:09:20,purchase,checkout,tablet,Chrome,Spain
U9,S40,2026-04-03 19:11:06,add_to_cart,profile,tablet,Firefox,Italy
U9,S40,2026-04-03 19:13:02,scroll,product,mobile,Firefox,France
U9,S40,2026-04-03 19:14:12,purchase,help,desktop,Firefox,France
U9,S40,2026-04-03 19:17:45,click,checkout,desktop,Safari,Italy
U9,S40,2026-04-03 19:21:53,add_to_cart,profile,desktop,Safari,Germany
U9,S41,2026-04-04 11:34:00,page_view,help,tablet,Edge,Germany
U9,S41,2026-04-04 11:35:54,scroll,product,desktop,Chrome,France
U9,S41,2026-04-04 11:37:18,page_view,product,tablet,Edge,Germany
U9,S41,2026-04-04 11:38:46,click,product,mobile,Edge,France
U9,S41,2026-04-04 11:43:11,add_to_cart,profile,tablet,Safari,Germany
U9,S41,2026-04-04 11:47:31,purchase,profile,tablet,Edge,Italy
U9,S41,2026-04-04 11:49:07,purchase,help,desktop,Firefox,France
U9,S41,2026-04-04 11:53:56,search,search,tablet,Chrome,Spain
U9,S41,2026-04-04 11:54:44,purchase,home,mobile,Edge,France
U9,S41,2026-04-04 11:56:52,page_view,profile,mobile,Chrome,France
U9,S41,2026-04-04 12:01:20,search,product,mobile,Edge,Italy
U9,S41,2026-04-04 12:01:38,page_view,checkout,tablet,Edge,Spain
U9,S41,2026-04-04 12:01:56,add_to_cart,profile,desktop,Safari,Spain
U10,S42,2026-04-01 12:58:00,page_view,checkout,mobile,Firefox,France
U10,S42,2026-04-01 13:02:39,scroll,help,desktop,Safari,Italy
U10,S42,2026-04-01 13:03:29,scroll,cart,desktop,Firefox,France
U10,S42,2026-04-01 13:06:12,purchase,help,mobile,Chrome,Spain
U10,S42,2026-04-01 13:09:49,search,cart,tablet,Edge,Spain
U10,S42,2026-04-01 13:10:03,purchase,search,mobile,Edge,Italy
U10,S42,2026-04-01 13:13:02,add_to_cart,help,mobile,Chrome,France
U10,S43,2026-04-02 05:15:00,page_view,home,tablet,Safari,Spain
U10,S43,2026-04-02 05:16:41,scroll,home,mobile,Firefox,Italy
U10,S43,2026-04-02 05:17:30,scroll,search,tablet,Firefox,Italy
U10,S43,2026-04-02 05:22:16,scroll,cart,tablet,Firefox,Spain
U10,S43,2026-04-02 05:26:42,purchase,product,mobile,Chrome,Italy
U10,S43,2026-04-02 05:28:50,page_view,product,tablet,Edge,Germany
U10,S43,2026-04-02 05:29:15,purchase,product,desktop,Edge,France
U10,S43,2026-04-02 05:32:27,add_to_cart,cart,desktop,Firefox,Italy
U10,S43,2026-04-02 05:33:20,add_to_cart,product,mobile,Chrome,Spain
U10,S43,2026-04-02 05:35:47,click,cart,tablet,Firefox,Italy
U10,S43,2026-04-02 05:38:39,scroll,home,mobile,Chrome,Germany
U10,S43,2026-04-02 05:42:36,scroll,help,desktop,Chrome,France
U10,S43,2026-04-02 05:43:30,click,cart,desktop,Edge,Spain
U10,S43,2026-04-02 05:43:53,page_view,product,tablet,Chrome,Germany
U10,S44,2026-04-02 15:41:00,search,help,mobile,Firefox,France
U10,S44,2026-04-02 15:44:24,click,search,desktop,Safari,Germany
U10,S44,2026-04-02 15:48:46,click,home,mobile,Edge,Germany
U10,S44,2026-04-02 15:52:31,scroll,cart,mobile,Safari,Germany
U10,S44,2026-04-02 15:54:47,purchase,profile,desktop,Firefox,Italy
U10,S45,2026-04-03 01:41:00,search,product,tablet,Edge,Germany
U10,S45,2026-04-03 01:44:55,scroll,cart,tablet,Firefox,Germany
U10,S45,2026-04-03 01:47:49,add_to_cart,profile,mobile,Edge,Germany
U10,S45,2026-04-03 01:49:29,search,product,desktop,Edge,France
U10,S45,2026-04-03 01:52:25,search,product,desktop,Safari,Spain
U10,S45,2026-04-03 01:57:23,click,checkout,tablet,Firefox,Spain
U10,S45,2026-04-03 02:01:29,purchase,search,desktop,Safari,Spain
U10,S46,2026-04-03 17:49:00,purchase,product,mobile,Safari,France
U10,S46,2026-04-03 17:52:46,search,home,desktop,Edge,Italy
U10,S46,2026-04-03 17:57:29,add_to_cart,help,tablet,Edge,Spain
U10,S46,2026-04-03 18:00:43,purchase,help,tablet,Chrome,Spain
U10,S46,2026-04-03 18:03:00,purchase,profile,desktop,Firefox,Spain
U10,S46,2026-04-03 18:07:58,purchase,profile,tablet,Edge,Germany
U10,S46,2026-04-03 18:11:48,page_view,home,mobile,Safari,France
U10,S46,2026-04-03 18:16:19,purchase,checkout,tablet,Firefox,Italy
U10,S46,2026-04-03 18:19:40,search,cart,tablet,Firefox,Germany
U10,S46,2026-04-03 18:20:02,search,home,desktop,Edge,Spain
U10,S46,2026-04-03 18:21:11,purchase,search,desktop,Safari,Germany
U10,S46,2026-04-03 18:25:14,click,checkout,desktop,Safari,Italy
U10,S46,2026-04-03 18:26:13,search,profile,tablet,Edge,Germany
U10,S46,2026-04-03 18:26:57,scroll,home,tablet,Chrome,Spain
U10,S46,2026-04-03 18:30:02,purchase,home,tablet,Firefox,France
U10,S47,2026-04-04 11:59:00,scroll,checkout,desktop,Edge,France
U10,S47,2026-04-04 12:02:37,purchase,search,mobile,Edge,Italy
U10,S47,2026-04-04 12:03:01,purchase,checkout,mobile,Edge,Italy
U10,S47,2026-04-04 12:06:30,page_view,profile,mobile,Firefox,Germany
U10,S47,2026-04-04 12:07:12,add_to_cart,home,tablet,Firefox,Germany
U10,S47,2026-04-04 12:10:08,click,cart,mobile,Safari,Italy
U10,S47,2026-04-04 12:14:48,purchase,product,tablet,Edge,Italy
